# Availability - Yesterday

Date,"Node ID",Column1,Node,"IP Address","Average Availability"
8/15/2016,7462,unknown.gif,"532005 Hawu Mehara",10.53.192.65,"0.00 %"
8/15/2016,5615,unknown.gif,"532006 Raijua",10.53.192.81,"0.00 %"
8/15/2016,8425,unknown.gif,"5321 Malaka",10.53.21.1,"70.45 %"
8/15/2016,5416,unknown.gif,"532101 Malaka Tengah",10.53.150.113,"70.29 %"
8/15/2016,5452,unknown.gif,"532102 Malaka Barat",10.53.150.145,"0.00 %"
8/15/2016,5454,unknown.gif,"532103 Wewiku",10.53.150.225,"0.00 %"
8/15/2016,7580,unknown.gif,"532104 Weliman",10.53.150.241,"0.00 %"
8/15/2016,5453,unknown.gif,"532105 Rinhat",10.53.150.161,"0.00 %"
8/15/2016,8186,unknown.gif,"532106 Io Kufeu",10.53.151.33,"0.00 %"
8/15/2016,5301,unknown.gif,"532107 Sasitamean",10.53.150.129,"0.00 %"
8/15/2016,6454,unknown.gif,"532108 Laenmanen",10.53.150.209,"0.00 %"
8/15/2016,5378,unknown.gif,"532109 Malaka Timur",10.53.150.81,"23.30 %"
8/15/2016,5381,unknown.gif,"532110 Kobalima Timur",10.53.151.113,"0.00 %"
8/15/2016,5411,unknown.gif,"532111 Kobalima",10.53.150.97,"0.00 %"
8/15/2016,4969,unknown.gif,"532112 Botin Leobele",10.53.151.49,"0.00 %"
8/15/2016,6746,unknown.gif,"5371 Kota Kupang",10.53.71.1,"35.23 %"
8/15/2016,1524,unknown.gif,"537101 Alak",10.53.195.1,"0.00 %"
8/15/2016,1525,unknown.gif,"537102 Maulafa",10.53.195.17,"0.00 %"
8/15/2016,378,unknown.gif,"537103 Kelapa Lima",10.53.195.33,"100.00 %"
8/15/2016,1526,unknown.gif,"537104 Oebobo",10.53.195.49,"29.94 %"
8/15/2016,1528,unknown.gif,"537105 Kota Raja",10.53.195.65,"100.00 %"
8/15/2016,1527,unknown.gif,"537106 Kota Lama",10.53.195.81,"100.00 %"
8/15/2016,4938,unknown.gif,"61 Kalimantan Barat",10.100.161.2,"100.00 %"
8/15/2016,5684,unknown.gif,"6101 Sambas",10.61.1.1,"100.00 %"
8/15/2016,7275,unknown.gif,"610101 Sambas",10.61.141.1,"100.00 %"
8/15/2016,6945,unknown.gif,"610102 Teluk Keramat",10.61.141.17,"28.09 %"
8/15/2016,6940,unknown.gif,"610103 Jawai",10.61.141.33,"93.03 %"
8/15/2016,6944,unknown.gif,"610104 Tebas",10.61.141.49,"25.14 %"
8/15/2016,6950,unknown.gif,"610105 Pemangkat",10.61.141.65,"100.00 %"
8/15/2016,6932,unknown.gif,"610106 Sejangkung",10.61.141.81,"99.44 %"
8/15/2016,7278,unknown.gif,"610107 Selakau",10.61.141.97,"14.04 %"
8/15/2016,6941,unknown.gif,"610108 Paloh",10.61.141.113,"1.69 %"
8/15/2016,6951,unknown.gif,"610109 Sajingan Besar",10.61.141.129,"0.00 %"
8/15/2016,6953,unknown.gif,"610110 Subah",10.61.141.145,"0.00 %"
8/15/2016,6954,unknown.gif,"610111 Galing",10.61.141.161,"89.73 %"
8/15/2016,7522,unknown.gif,"610112 Tekarang",10.61.141.177,"31.69 %"
8/15/2016,6946,unknown.gif,"610113 Semparuk",10.61.141.193,"0.00 %"
8/15/2016,6935,unknown.gif,"610114 Sajad",10.61.141.209,"0.00 %"
8/15/2016,7523,unknown.gif,"610115 Sebawi",10.61.141.225,"100.00 %"
8/15/2016,6952,unknown.gif,"610116 Jawai Selatan",10.61.141.241,"10.99 %"
8/15/2016,7277,unknown.gif,"610117 Tangaran",10.61.142.1,"25.37 %"
8/15/2016,6943,unknown.gif,"610118 Salatiga",10.61.142.17,"0.00 %"
8/15/2016,6942,unknown.gif,"610119 Selakau Timur",10.61.142.33,"7.30 %"
8/15/2016,4712,unknown.gif,"6102 Pontianak",10.61.2.1,"5.68 %"
8/15/2016,6962,unknown.gif,"610201 Mempawah Hilir",10.61.144.1,"0.00 %"
8/15/2016,7332,unknown.gif,"610206 Toho",10.61.144.17,"0.00 %"
8/15/2016,6956,unknown.gif,"610207 Sungai Pinyuh",10.61.144.33,"100.00 %"
8/15/2016,6959,unknown.gif,"610208 Siantan",10.61.144.49,"0.00 %"
8/15/2016,6957,unknown.gif,"610212 Sungai Kunyit",10.61.144.65,"0.00 %"
8/15/2016,6958,unknown.gif,"610215 Segedong",10.61.144.81,"0.00 %"
8/15/2016,7333,unknown.gif,"610216 Anjongan",10.61.144.97,"0.00 %"
8/15/2016,6955,unknown.gif,"610217 Sadaniang",10.61.144.113,"0.00 %"
8/15/2016,7331,unknown.gif,"610218 Mempawah Timur",10.61.144.129,"0.00 %"
8/15/2016,3244,unknown.gif,"6103 Sanggau",10.61.3.1,"100.00 %"
8/15/2016,6947,unknown.gif,"610301 Kapuas",10.61.147.1,"41.34 %"
8/15/2016,7508,unknown.gif,"610302 Mukok",10.61.147.17,"19.10 %"
8/15/2016,7969,unknown.gif,"610303 Noyan",10.61.147.33,"53.11 %"
8/15/2016,7521,unknown.gif,"610304 Jangkang",10.61.147.49,"31.53 %"
8/15/2016,7489,unknown.gif,"610305 Bonti",10.61.147.65,"19.66 %"
8/15/2016,7378,unknown.gif,"610306 Beduai",10.61.147.81,"26.40 %"
8/15/2016,6939,unknown.gif,"610307 Sekayam",10.61.147.97,"96.65 %"
8/15/2016,6949,unknown.gif,"610308 Kembayan",10.61.147.113,"0.00 %"
8/15/2016,6934,unknown.gif,"610309 Parindu",10.61.147.129,"70.06 %"
8/15/2016,6948,unknown.gif,"610310 Tayan Hulu",10.61.147.145,"61.80 %"
8/15/2016,7454,unknown.gif,"610311 Tayan Hilir",10.61.147.161,"0.00 %"
8/15/2016,7572,unknown.gif,"610312 Balai",10.61.147.177,"0.00 %"
8/15/2016,7838,unknown.gif,"610313 Toba",10.61.147.193,"6.18 %"
8/15/2016,7369,unknown.gif,"610320 Meliau",10.61.147.209,"56.72 %"
8/15/2016,7556,unknown.gif,"610321 Entikong",10.61.147.225,"78.09 %"
8/15/2016,4518,unknown.gif,"6104 Ketapang",10.61.4.1,"96.05 %"
8/15/2016,6965,unknown.gif,"610401 Matan Hilir Utara",10.61.150.1,"83.71 %"
8/15/2016,7990,unknown.gif,"610402 Marau",10.61.150.17,"15.73 %"
8/15/2016,8024,unknown.gif,"610403 Manis Mata",10.61.150.33,"0.00 %"
8/15/2016,8078,unknown.gif,"610404 Kendawangan",10.61.150.49,"95.56 %"
8/15/2016,7394,unknown.gif,"610405 Sandai",10.61.150.65,"0.00 %"
8/15/2016,7963,unknown.gif,"610407 Sungai Laur",10.61.150.81,"94.41 %"
8/15/2016,7496,unknown.gif,"610408 Simpang Hulu",10.61.150.97,"55.19 %"
8/15/2016,8001,unknown.gif,"610411 Nanga Tayap",10.61.150.113,"14.53 %"
8/15/2016,7490,unknown.gif,"610412 Matan Hilir Selatan",10.61.150.129,"98.31 %"
8/15/2016,7839,unknown.gif,"610413 Tumbang Titi",10.61.150.145,"98.32 %"
8/15/2016,8074,unknown.gif,"610414 Jelai Hulu",10.61.150.161,"0.00 %"
8/15/2016,7840,unknown.gif,"610416 Delta Pawan",10.61.150.177,"0.00 %"
8/15/2016,7364,unknown.gif,"610417 Muara Pawan",10.61.150.193,"100.00 %"
8/15/2016,7802,unknown.gif,"610418 Benua Kayong",10.61.150.209,"0.00 %"
8/15/2016,8007,unknown.gif,"610419 Hulu Sungai",10.61.150.225,"0.00 %"
8/15/2016,7915,unknown.gif,"610420 Simpang Dua",10.61.150.241,"30.17 %"
8/15/2016,7893,unknown.gif,"610421 Air Upas",10.61.151.1,"13.97 %"
8/15/2016,7803,unknown.gif,"610422 Singkup",10.61.151.17,"0.00 %"
8/15/2016,7908,unknown.gif,"610424 Pemahan",10.61.151.33,"0.00 %"
8/15/2016,7841,unknown.gif,"610425 Sungai Melayu Rayak",10.61.151.49,"0.00 %"
8/15/2016,3551,unknown.gif,"6105 Sintang",10.61.5.1,"100.00 %"
8/15/2016,6927,unknown.gif,"610501 Sintang",10.61.153.1,"30.90 %"
8/15/2016,6926,unknown.gif,"610502 Tempunak",10.61.153.17,"86.03 %"
8/15/2016,6912,unknown.gif,"610503 Sepauk",10.61.153.33,"0.00 %"
8/15/2016,8058,unknown.gif,"610504 Ketungau Hilir",10.61.153.49,"0.00 %"
8/15/2016,7520,unknown.gif,"610505 Ketungau Tengah",10.61.153.65,"0.00 %"
8/15/2016,6911,unknown.gif,"610506 Ketungau Hulu",10.61.153.81,"0.00 %"
8/15/2016,6925,unknown.gif,"610507 Dedai",10.61.153.97,"8.99 %"
8/15/2016,6891,unknown.gif,"610508 Kayan Hilir",10.61.153.113,"0.00 %"
8/15/2016,7465,unknown.gif,"610509 Kayan Hulu",10.61.153.129,"0.00 %"
8/15/2016,7377,unknown.gif,"610514 Serawai",10.61.153.145,"0.00 %"
8/15/2016,7393,unknown.gif,"610515 Ambalau",10.61.153.161,"0.00 %"
8/15/2016,7988,unknown.gif,"610519 Kelam Permai",10.61.153.177,"83.08 %"
8/15/2016,6924,unknown.gif,"610520 Sungai Tebelian",10.61.153.193,"0.00 %"
8/15/2016,7280,unknown.gif,"610521 Binjai Hulu",10.61.153.209,"0.00 %"
8/15/2016,6574,unknown.gif,"6106 Kapuas Hulu",10.61.6.1,"33.52 %"
8/15/2016,7255,unknown.gif,"610601 Putussibau Utara",10.61.156.1,"17.98 %"
8/15/2016,7399,unknown.gif,"610602 Bika",10.61.156.17,"0.00 %"
8/15/2016,7717,unknown.gif,"610603 Embaloh Hilir",10.61.156.33,"20.00 %"
8/15/2016,7718,unknown.gif,"610604 Embaloh Hulu",10.61.156.49,"0.00 %"
8/15/2016,7855,unknown.gif,"610605 Bunut Hilir",10.61.156.65,"17.98 %"
8/15/2016,7457,unknown.gif,"610606 Bunut Hulu",10.61.156.81,"28.09 %"
8/15/2016,7491,unknown.gif,"610607 Jongkong",10.61.156.97,"10.67 %"
8/15/2016,7719,unknown.gif,"610608 Hulu Gurung",10.61.156.113,"22.47 %"
8/15/2016,7401,unknown.gif,"610609 Selimbau",10.61.156.129,"1.69 %"
8/15/2016,7382,unknown.gif,"610610 Semitau",10.61.156.145,"7.22 %"
8/15/2016,7804,unknown.gif,"610611 Seberuang",10.61.156.161,"0.00 %"
8/15/2016,7871,unknown.gif,"610612 Batang Lupar",10.61.156.177,"11.80 %"
8/15/2016,7779,unknown.gif,"610613 Empanang",10.61.156.193,"15.17 %"
8/15/2016,7780,unknown.gif,"610614 Badau",10.61.156.209,"83.82 %"
8/15/2016,7492,unknown.gif,"610615 Silat Hilir",10.61.156.225,"15.56 %"
8/15/2016,7400,unknown.gif,"610616 Silat Hulu",10.61.156.241,"8.99 %"
8/15/2016,7872,unknown.gif,"610617 Putussibau Selatan",10.61.157.1,"0.00 %"
8/15/2016,7431,unknown.gif,"610618 Kalis",10.61.157.17,"18.54 %"
8/15/2016,7720,unknown.gif,"610619 Boyan Tanjung",10.61.157.33,"26.82 %"
8/15/2016,7358,unknown.gif,"610620 Mentebah",10.61.157.49,"10.11 %"
8/15/2016,7721,unknown.gif,"610621 Pengkadan",10.61.157.65,"15.73 %"
8/15/2016,7781,unknown.gif,"610622 Suhaid",10.61.157.81,"0.00 %"
8/15/2016,7976,unknown.gif,"610623 Puring Kencana",10.61.157.97,"0.00 %"
8/15/2016,5675,14988.gif,"6107 Bengkayang",10.61.7.1,"36.93 %"
8/15/2016,6968,unknown.gif,"610701 Sungai Raya",10.61.159.1,"94.41 %"
8/15/2016,6975,unknown.gif,"610702 Samalantan",10.61.159.17,"23.60 %"
8/15/2016,6973,unknown.gif,"610703 Ledo",10.61.159.33,"0.00 %"
8/15/2016,6972,unknown.gif,"610704 Bengkayang",10.61.159.49,"31.46 %"
8/15/2016,6970,unknown.gif,"610705 Seluas",10.61.159.65,"72.73 %"
8/15/2016,6976,unknown.gif,"610706 Sanggau Ledo",10.61.159.81,"0.00 %"
8/15/2016,6969,unknown.gif,"610707 Jagoi Babang",10.61.159.97,"0.00 %"
8/15/2016,6971,unknown.gif,"610708 Monterado",10.61.159.113,"0.00 %"
8/15/2016,7516,unknown.gif,"610709 Teriak",10.61.159.129,"0.00 %"
8/15/2016,7507,unknown.gif,"610710 Suti Semarang",10.61.159.145,"0.00 %"
8/15/2016,7805,unknown.gif,"610711 Capkala",10.61.159.161,"0.00 %"
8/15/2016,8135,unknown.gif,"610712 Siding",10.61.159.177,"0.00 %"
8/15/2016,6974,unknown.gif,"610713 Lumar",10.61.159.193,"97.75 %"
8/15/2016,8120,unknown.gif,"610714 Sungai Betung",10.61.159.209,"0.00 %"
8/15/2016,8085,unknown.gif,"610715 Sungai Raya Kepulauan",10.61.159.225,"0.00 %"
8/15/2016,7517,unknown.gif,"610716 Lembah Bawang",10.61.159.241,"0.00 %"
8/15/2016,7927,unknown.gif,"610717 Tujuh Belas",10.61.160.1,"0.00 %"
8/15/2016,5676,unknown.gif,"6108 Landak",10.61.8.2,"0.00 %"
8/15/2016,915,unknown.gif,"610801 Ngabang",10.61.162.1,"31.67 %"
8/15/2016,372,unknown.gif,"610802 Mempawah Hulu",10.61.162.17,"4.49 %"
8/15/2016,371,unknown.gif,"610803 Menjalin",10.61.162.33,"5.59 %"
8/15/2016,375,unknown.gif,"610804 Mandor",10.61.162.49,"0.00 %"
8/15/2016,376,unknown.gif,"610805 Air Besar",10.61.162.65,"89.50 %"
8/15/2016,377,unknown.gif,"610806 Menyuke",10.61.162.81,"0.00 %"
8/15/2016,379,unknown.gif,"610807 Sengah Temila",10.61.162.97,"1.12 %"
8/15/2016,380,unknown.gif,"610808 Meranti",10.61.162.113,"0.00 %"
8/15/2016,381,unknown.gif,"610809 Kuala Behe",10.61.162.129,"18.23 %"
8/15/2016,382,unknown.gif,"610810 Sebangki",10.61.162.145,"0.00 %"
8/15/2016,383,unknown.gif,"610811 Jelimpo",10.61.162.161,"0.00 %"
8/15/2016,384,unknown.gif,"610812 Banyuke Hulu",10.61.162.177,"0.00 %"
8/15/2016,385,unknown.gif,"610813 Sompak",10.61.162.193,"1.12 %"
8/15/2016,4886,unknown.gif,"6109 Sekadau",10.61.9.1,"98.30 %"
8/15/2016,6938,unknown.gif,"610901 Sekadau Hilir",10.61.165.1,"0.00 %"
8/15/2016,7368,unknown.gif,"610902 Sekadau Hulu",10.61.165.17,"29.02 %"
8/15/2016,6933,unknown.gif,"610903 Nanga Taman",10.61.165.33,"82.32 %"
8/15/2016,6937,unknown.gif,"610904 Nanga Mahap",10.61.165.49,"0.00 %"
8/15/2016,6936,unknown.gif,"610905 Belitang Hilir",10.61.165.65,"0.00 %"
8/15/2016,6931,unknown.gif,"610906 Belitang Hulu",10.61.165.81,"17.68 %"
8/15/2016,6928,unknown.gif,"610907 Belitang",10.61.165.97,"13.97 %"
8/15/2016,4709,unknown.gif,"6110 Melawi",10.61.10.1,"99.43 %"
8/15/2016,6964,unknown.gif,"611001 Belimbing",10.61.168.1,"77.99 %"
8/15/2016,6961,unknown.gif,"611002 Nanga Pinoh",10.61.168.17,"98.32 %"
8/15/2016,6967,unknown.gif,"611003 Ella Hilir",10.61.168.33,"21.91 %"
8/15/2016,7530,unknown.gif,"611004 Menukung",10.61.168.49,"87.29 %"
8/15/2016,7481,unknown.gif,"611005 Sayan",10.61.168.65,"0.00 %"
8/15/2016,6966,unknown.gif,"611006 Tanah Pinoh",10.61.168.81,"1.12 %"
8/15/2016,6963,unknown.gif,"611007 Sokan",10.61.168.97,"0.00 %"
8/15/2016,6960,unknown.gif,"611008 Pinoh Utara",10.61.168.113,"91.81 %"
8/15/2016,7257,unknown.gif,"611009 Pinoh Selatan",10.61.168.129,"0.00 %"
8/15/2016,7336,unknown.gif,"611010 Belimbing Hulu",10.61.168.145,"0.00 %"
8/15/2016,7926,unknown.gif,"611011 Tanah Pinoh Barat",10.61.168.161,"93.00 %"
8/15/2016,4846,unknown.gif,"6111 Kayong Utara",10.61.11.1,"100.00 %"
8/15/2016,7259,unknown.gif,"611101 Sukadana",10.61.171.1,"84.75 %"
8/15/2016,7253,unknown.gif,"611102 Simpang Hilir",10.61.171.17,"0.00 %"
8/15/2016,7536,unknown.gif,"611103 Teluk Batang",10.61.171.33,"78.77 %"
8/15/2016,7422,unknown.gif,"611104 Pulau Maya",10.61.171.49,"0.00 %"
8/15/2016,7360,unknown.gif,"611105 Seponti",10.61.171.65,"78.09 %"
8/15/2016,5824,unknown.gif,"6112 Kubu Raya",10.61.12.1,"100.00 %"
8/15/2016,7716,unknown.gif,"611201 Sungai Raya",10.61.171.97,"99.44 %"
8/15/2016,916,unknown.gif,"611202 Kuala Mandor B",10.61.171.225,"0.00 %"
8/15/2016,6114,unknown.gif,"611203 Sungai Ambawang",10.61.171.129,"99.44 %"
8/15/2016,918,unknown.gif,"611204 Terentang",10.61.171.145,"0.00 %"
8/15/2016,917,unknown.gif,"611205 Batu Ampar",10.61.171.161,"56.11 %"
8/15/2016,1767,unknown.gif,"611206 Kubu",10.61.171.177,"98.88 %"
8/15/2016,2806,unknown.gif,"611207 Rasau Jaya",10.61.171.193,"96.17 %"
8/15/2016,1768,unknown.gif,"611208 Teluk Pakedai",10.61.171.209,"0.00 %"
8/15/2016,1529,unknown.gif,"611209 Sungai Kakap",10.61.171.113,"100.00 %"
8/15/2016,4472,unknown.gif,"6171 Kota Pontianak",10.61.71.1,"100.00 %"
8/15/2016,925,unknown.gif,"617101 Pontianak Selatan",10.61.101.1,"100.00 %"
8/15/2016,926,unknown.gif,"617102 Pontianak Timur",10.61.101.17,"0.00 %"
8/15/2016,927,unknown.gif,"617103 Pontianak Barat",10.61.101.33,"26.55 %"
8/15/2016,928,unknown.gif,"617104 Pontianak Utara",10.61.101.49,"0.00 %"
8/15/2016,929,unknown.gif,"617105 Pontianak Kota",10.61.101.65,"0.00 %"
8/15/2016,5724,unknown.gif,"617106 Pontianak Tenggara",10.61.101.81,"100.00 %"
8/15/2016,5694,unknown.gif,"6172 Kota Singkawang",10.61.72.1,"100.00 %"
8/15/2016,931,unknown.gif,"617201 Singkawang Tengah",10.61.103.1,"100.00 %"
8/15/2016,5794,unknown.gif,"617202 Singkawang Barat",10.61.103.17,"37.08 %"
8/15/2016,5795,unknown.gif,"617203 Singkawang Timur",10.61.103.33,"40.45 %"
8/15/2016,934,unknown.gif,"617204 Singkawang Utara",10.61.103.49,"100.00 %"
8/15/2016,5796,unknown.gif,"617205 Singkawang Selatan",10.61.103.65,"0.00 %"
8/15/2016,6115,unknown.gif,"62 Kalimantan Tengah",10.100.162.2,"33.52 %"
8/15/2016,5677,unknown.gif,"6201 Kotawaringin Barat",10.62.1.1,"34.09 %"
8/15/2016,5797,unknown.gif,"620101 Kumai",10.62.141.1,"2.23 %"
8/15/2016,937,unknown.gif,"620102 Arut Selatan",10.62.141.17,"100.00 %"
8/15/2016,5798,unknown.gif,"620103 Kotawaringin Lama",10.62.141.33,"0.00 %"
8/15/2016,7692,unknown.gif,"620104 Arut Utara",10.62.141.49,"0.00 %"
8/15/2016,5737,unknown.gif,"620105 Pangkalan Lada",10.62.141.65,"1.69 %"
8/15/2016,941,unknown.gif,"620106 Pangkalan Banteng",10.62.141.81,"100.00 %"
8/15/2016,5825,unknown.gif,"6202 Kotawaringin Timur",10.62.2.1,"36.93 %"
8/15/2016,7137,unknown.gif,"620201 Kota Besi",10.62.144.1,"0.00 %"
8/15/2016,7231,unknown.gif,"620202 Cempaga",10.62.144.17,"0.00 %"
8/15/2016,6285,unknown.gif,"620203 Mentaya Hulu",10.62.144.33,"96.07 %"
8/15/2016,7226,unknown.gif,"620204 Parenggean",10.62.144.49,"0.00 %"
8/15/2016,6292,unknown.gif,"620205 Baamang",10.62.144.65,"100.00 %"
8/15/2016,6299,unknown.gif,"620206 Mentawa Baru Ketapang",10.62.144.81,"0.00 %"
8/15/2016,7229,unknown.gif,"620207 Mentaya Hilir Utara",10.62.144.97,"17.98 %"
8/15/2016,7230,unknown.gif,"620208 Mentaya Hilir Selatan",10.62.144.113,"0.00 %"
8/15/2016,8097,unknown.gif,"620209 Pulau Hanaut",10.62.144.129,"0.00 %"
8/15/2016,7232,unknown.gif,"620210 Antang Kalang",10.62.144.145,"0.00 %"
8/15/2016,8114,unknown.gif,"620211 Teluk Sampit",10.62.144.161,"97.75 %"
8/15/2016,7228,unknown.gif,"620212 Seranau",10.62.144.177,"98.88 %"
8/15/2016,7227,unknown.gif,"620213 Cempaga Hulu",10.62.144.193,"0.00 %"
8/15/2016,7136,unknown.gif,"620214 Telawang",10.62.144.209,"0.00 %"
8/15/2016,7806,unknown.gif,"620215 Bukit Santuai",10.62.144.225,"0.00 %"
8/15/2016,5846,unknown.gif,"6203 Kapuas",10.62.3.1,"100.00 %"
8/15/2016,942,unknown.gif,"620301 Selat",10.62.147.1,"36.26 %"
8/15/2016,943,unknown.gif,"620302 Kapuas Hilir",10.62.147.17,"100.00 %"
8/15/2016,933,unknown.gif,"620303 Kapuas Timur",10.62.147.33,"0.00 %"
8/15/2016,935,unknown.gif,"620304 Kapuas Kuala",10.62.147.49,"66.10 %"
8/15/2016,936,unknown.gif,"620305 Kapuas Barat",10.62.147.65,"65.54 %"
8/15/2016,938,unknown.gif,"620306 Pulau Petak",10.62.147.81,"11.24 %"
8/15/2016,939,unknown.gif,"620307 Kapuas Murung",10.62.147.97,"15.73 %"
8/15/2016,940,unknown.gif,"620308 Basarang",10.62.147.113,"17.42 %"
8/15/2016,944,unknown.gif,"620309 Mantangai",10.62.147.129,"0.00 %"
8/15/2016,4880,unknown.gif,"620310 Timpah",10.62.147.145,"0.00 %"
8/15/2016,5045,unknown.gif,"620311 Kapuas Tengah",10.62.147.161,"0.00 %"
8/15/2016,7824,unknown.gif,"620312 Kapuas Hulu",10.62.147.177,"0.00 %"
8/15/2016,7911,unknown.gif,"620313 Tamban Catur",10.62.147.193,"46.07 %"
8/15/2016,5005,unknown.gif,"620314 Pasak Talawang",10.62.147.209,"0.00 %"
8/15/2016,949,unknown.gif,"620315 Mandau Talawang",10.62.147.225,"6.74 %"
8/15/2016,950,unknown.gif,"620316 Dadahup",10.62.147.241,"50.00 %"
8/15/2016,8374,unknown.gif,"620317 Bataguh",10.62.148.1,"43.78 %"
8/15/2016,4520,unknown.gif,"6204 Barito Selatan",10.62.4.24,"67.43 %"
8/15/2016,7807,unknown.gif,"620401 Jenamas",10.62.150.1,"31.46 %"
8/15/2016,7808,unknown.gif,"620402 Dusun Hilir",10.62.150.17,"90.50 %"
8/15/2016,7140,unknown.gif,"620403 Karau Kuala",10.62.150.33,"0.00 %"
8/15/2016,7809,unknown.gif,"620404 Dusun Utara",10.62.150.49,"27.78 %"
8/15/2016,7582,unknown.gif,"620405 Gn. Bintang Awai",10.62.150.65,"28.89 %"
8/15/2016,7141,unknown.gif,"620406 Dusun Selatan",10.62.150.81,"0.00 %"
8/15/2016,4808,unknown.gif,"6205 Barito Utara",10.62.5.24,"55.11 %"
8/15/2016,952,unknown.gif,"620501 Montallat",10.62.153.1,"0.00 %"
8/15/2016,4786,unknown.gif,"620502 Gunung Timang",10.62.153.17,"0.00 %"
8/15/2016,8375,unknown.gif,"620503 Gunung Purei",10.62.153.33,"0.00 %"
8/15/2016,956,unknown.gif,"620504 Teweh Timur",10.62.153.49,"0.00 %"
8/15/2016,957,unknown.gif,"620505 Teweh Tengah",10.62.153.65,"0.00 %"
8/15/2016,958,unknown.gif,"620506 Lahei",10.62.153.81,"100.00 %"
8/15/2016,4173,unknown.gif,"6206 Katingan",10.62.6.1,"100.00 %"
8/15/2016,7342,unknown.gif,"620601 Kamipang",10.62.156.1,"14.04 %"
8/15/2016,7233,unknown.gif,"620602 Katingan Hilir",10.62.156.17,"17.32 %"
8/15/2016,7234,unknown.gif,"620603 Tewang Sangalang Garing",10.62.156.33,"27.37 %"
8/15/2016,7235,unknown.gif,"620604 Pulau Malan",10.62.156.49,"0.00 %"
8/15/2016,7237,unknown.gif,"620605 Katingan Tengah",10.62.156.65,"63.28 %"
8/15/2016,7568,unknown.gif,"620606 Sanaman Mantikei",10.62.156.81,"0.00 %"
8/15/2016,7236,unknown.gif,"620607 Marikit",10.62.156.97,"0.00 %"
8/15/2016,7810,unknown.gif,"620608 Katingan Hulu",10.62.156.113,"100.00 %"
8/15/2016,7239,unknown.gif,"620609 Mendawai",10.62.156.129,"6.18 %"
8/15/2016,7384,unknown.gif,"620610 Katingan Kuala",10.62.156.145,"1.69 %"
8/15/2016,7566,unknown.gif,"620611 Tasik Payawan",10.62.156.161,"0.00 %"
8/15/2016,7238,unknown.gif,"620612 Petak Malai",10.62.156.177,"0.00 %"
8/15/2016,7877,unknown.gif,"620613 Bukit Raya",10.62.156.193,"0.00 %"
8/15/2016,5665,unknown.gif,"6207 Seruyan",10.62.7.1,"36.00 %"
8/15/2016,959,unknown.gif,"620701 Seruyan Hilir",10.62.159.1,"0.00 %"
8/15/2016,1531,unknown.gif,"620702 Seruyan Tengah",10.62.159.17,"0.00 %"
8/15/2016,4814,unknown.gif,"620703 Danau Sembuluh",10.62.159.33,"0.00 %"
8/15/2016,961,unknown.gif,"620704 Hanau",10.62.159.49,"0.00 %"
8/15/2016,962,unknown.gif,"620705 Seruyan Hulu",10.62.159.65,"100.00 %"
8/15/2016,963,unknown.gif,"620706 Seruyan Hilir Timur",10.62.159.81,"0.00 %"
8/15/2016,4716,unknown.gif,"620707 Seruyan Raya",10.62.159.97,"55.62 %"
8/15/2016,965,unknown.gif,"620708 Danau Seluluk",10.62.159.113,"0.00 %"
8/15/2016,1196,unknown.gif,"620709 Batu Ampar",10.62.159.129,"0.00 %"
8/15/2016,966,unknown.gif,"620710 Suling Tambun",10.62.159.145,"0.00 %"
8/15/2016,4772,unknown.gif,"6208 Sukamara",10.62.8.1,"100.00 %"
8/15/2016,5799,unknown.gif,"620801 Sukamara",10.62.162.1,"15.73 %"
8/15/2016,5928,unknown.gif,"620802 Jelai",10.62.162.17,"29.78 %"
8/15/2016,5807,unknown.gif,"620803 Balai Riam",10.62.162.33,"14.61 %"
8/15/2016,6769,unknown.gif,"620804 Pantai Lunci",10.62.162.49,"0.00 %"
8/15/2016,5800,unknown.gif,"620805 Permata Kecubung",10.62.162.65,"0.00 %"
8/15/2016,5715,unknown.gif,"6209 Lamandau",10.62.9.2,"65.71 %"
8/15/2016,5801,unknown.gif,"620901 Lamandau",10.62.165.1,"0.00 %"
8/15/2016,5814,unknown.gif,"620902 Delang",10.62.165.17,"11.80 %"
8/15/2016,5802,unknown.gif,"620903 Bulik",10.62.165.33,"0.00 %"
8/15/2016,5819,unknown.gif,"620904 Bulik Timur",10.62.165.49,"0.00 %"
8/15/2016,6671,unknown.gif,"620905 Menthobi Raya",10.62.165.65,"0.00 %"
8/15/2016,5803,unknown.gif,"620906 Sematu Jaya",10.62.165.81,"0.00 %"
8/15/2016,5804,unknown.gif,"620907 Belantikan Raya",10.62.165.97,"0.00 %"
8/15/2016,5815,unknown.gif,"620908 Batang Kawa",10.62.165.113,"0.00 %"
8/15/2016,5777,unknown.gif,"6210 Gunung Mas",10.62.10.1,"100.00 %"
8/15/2016,7246,unknown.gif,"621002 Kurun",10.62.168.1,"0.00 %"
8/15/2016,7243,unknown.gif,"621003 Tewah",10.62.168.17,"100.00 %"
8/15/2016,7245,unknown.gif,"621004 Kahayan Hulu Utara",10.62.168.33,"30.34 %"
8/15/2016,7242,unknown.gif,"621005 Rungan",10.62.168.49,"0.00 %"
8/15/2016,7241,unknown.gif,"621006 Manuhing",10.62.168.65,"3.37 %"
8/15/2016,7244,unknown.gif,"621008 Damang Batu",10.62.168.81,"13.41 %"
8/15/2016,7341,unknown.gif,"621009 Miri Manasa",10.62.168.97,"0.00 %"
